Ticker,31-Jan-22,30-Apr-22,31-Jul-22,31-Oct-22,31-Jan-23,30-Apr-23,31-Jul-23,31-Oct-23,31-Jan-24,30-Apr-24,31-Jul-24,31-Jan-25,30-Apr-25,31-Jul-25,31-Oct-25
CMPR,-44.42,-60.994,-78.483,-55.705,-1.778,91.173,218.766,207.767,103.219,15.553,12.23,73.82759048,16.70997819,17.25807566,17.47781163
CMPS,-74.992,-41.976,-71.472,-37.642,3.902,-48.686,-42.064,24.485,-18.097,-31.26648505,-28.624703,-6.122850493,-27.88662529,-33.83772947,-35.03667521
CMPX,-84.25,-98.612,18.028,173.846,80.488,0.758,-61.575,-37.079,-40.845,-57.519,11.18,-100.8360211,-62.35749196,-7.556507749,16.80595671
CMRE,23.435,2.148,-28.476,-47.88,-42.029,-4.878,-9.824,23.102,42.629,23.784,57.454,166.1358022,15.96837865,65.56668964,73.3486005
CMRX,-88.90614274,-64.933,-70.328,-69.659,-31.325,-50.847,-45.856,-31.953,-133.684,-33.534,-4.592,-635.3203649,-388.913121,-65.4137461,-68.25256034
CMS,5.536,9.912,-6.785,-3.169,-7.394,-10.112,-2.509,-6.992,4.6,2.614,26.151,18.44614118,29.49819327,36.00162026,32.37293311
CMT,-23.984,-27.015,7.8,65.494,88.012,125.52,62.152,13.585,28.242,-30.096,-12.128,10.41958956,42.90306213,51.47948379,48.51337703
CMTG,56.305,18.872,0.248,-7.602,-40.965,-34.622,-35.418,-37.595,-32.701,-28.407,-32.502,-27.66230976,-12.04527848,-9.768198723,-13.09535571
CMTL,-35.355,-51.988,-61.032,-43.935,-20.412,-8.117,-17.695,-7.063,-41.168,-64.046,-52.457,-97.62776333,14.2812118,32.02495265,37.48417807
CNA,-7.158,-6.073,-9.407,-7.457,-12.99,-4.813,-5.995,4.323,10.777,25.741,19.413,25.99185272,6.734617996,4.130977166,3.492247389
CNC,33.551,32.184,17.839,-11.14,-15.376,-28.953,-16.669,9.714,-4.655,10.456,-7.849,5.372217912,5.965416515,10.37995839,18.39284508
CNDA,4.16324443,5.538253912,-0.204,4.564,6.12,6.405,5.624,3.77,6.415,1.942,9.363,11.38353912,1.068745964,3.735966453,8.606731881
CNDT,-3.098791529,2.841392744,2.841392744,2.841392744,-46.587,-19.565,-35,-14.39,6.398,-16.757,58.846,65.25634257,19.37643311,10.83615176,5.854499841
CNET,-80.19,-32.45,-45.66,-43.54,-8.626,-79.02,-77.003,-55.294,-65.55,-40.654,-38.11704326,-75.77857466,-26.8891026,-19.68031796,-9.467012045
CNF,-25.793,-38.049,-52.954,-27.653,18.952,34.567,2.791,-8,-18.058,-64.892,-14.19629239,-54.75649326,-20.05833646,-10.45651267,-8.31507478
CNFR,-43.667,-45.423,-44.03,-33.061,-2.367,-21.871,-50,-23.171,-36.992,1.569,60,-188.4763553,-107.7813915,-48.56572055,-51.20684663
CNH,-17.001,-26.134,-18.171,18.745,4.023,16.397,-28.422,-8.5653,-3.89,-31.298,0.098,23.77322978,101.5146873,106.5381135,84.25583921
CNI,11.876,14.164,-7.072,1.274,1.584,1.61,-8.511,1.427,3.731,1.104,6.217,20.54150489,23.07942605,22.99550841,20.04771334
CNK,-29.624,7.166,-47.49,-25.113,6.324,4.657,41.602,24.642,83.712,41.757,80.961,308.6511746,99.7711778,178.3251982,55.62147559
CNMD,-13.483,-27.838,-46.544,-22.75053245,-22.75053245,-22.75053245,-22.75053245,-15.571,-39.135,-44.73,-27.697,-68.54380318,29.55606951,26.4804092,30.41497643
CNNE,-41.75,-29.44,-38.856,-16.079,-7.31,-16.849,-18.796,-1.401,2.5,0.808,21.517,29.71952063,18.8579054,17.9280756,17.03835183
CNO,-20.796,-20.814,-13.588,9.03,-0.235,13.35042601,13.35042601,13.35042601,13.35042601,29.265,57.934,39.87006121,29.20063093,23.637568,20.59756306
CNOB,-1.388,-2.089,-29.279,-26.729,-47.581,-23.575,-24.484,-17.525,4.48,5.294,33.387,53.78218637,16.82928341,12.21162727,-3.840578585
CNP,25.267,20.808,6.981,7.39,0.917,-4.227,-2.646,-4.861,-1.059,-6.094,7.79,3.684543194,8.782173276,8.59067912,8.29027105
CNQ,92.199,56.357,41.868,-6.877,-14.12,17.698,13.181,18.319,18.277,16.689,0.177,43.59661608,8.636711919,9.28476788,12.71262959
CNS,7.686,-14.377,-40.956,-10.734,-27.696,-13.728,-4.417,-0.43,13.553,28.381,3.622406073,57.95729995,26.92174074,18.45024548,15.88307451
CNSL,-15.694,-15.513,-34.459,-36.093,-37.397,-43.927,-14.227,41.86,4.825,14.106,11.779,19.35712213,3.496815298,1.103582454,-0.465139338
CNSP,-83.053,-84.695,-84.886,-90.868,-84.012,-76.917,-70.056,-64.02,-97.628,-99.843,-99.857,-175.073348,-86.56237367,-83.79824927,-81.71682815
CNTA,56.305,-77.086,-70.973,-56.811,-9.884,39.368,80.347,189.744,127.699,66.314,172.436,217.9849206,117.8082623,115.8342608,113.8155444
CNTX,56.305,18.872,-79.93,-70.925,-51.938,-53.695,-5.652,62.121,86.701,148.936,104.608,263.8906224,66.0646746,61.78777217,59.09340592
CNTY,-18.114,-38.714,-55.492,-30.189,-31.373,-10.369,-34.95,-56.33,-43.83,-68.883,-18.86,-73.58956546,-27.64891891,-53.13406618,-43.5811434
CNVS,-68.323,-70.324,-73.202,-30.38,-77.451,-89.48,-90.629,-78.636,-4.464,-39.098,132.143,138.9131181,97.35652387,61.51238063,40.72982813
CNX,52.378,43.735,7.587,4.945,-26.809,6.952,33.86,25.232,45.354,33.245,68.937,103.8964986,36.73604205,29.38999324,25.1810068
CNXC,0.604,-18.36,-33.858,-27.21,-27.135,-20.16709193,-20.16709193,-20.16709193,-20.16709193,-23.414,-34.691,-44.97192389,4.440400001,2.924604616,0.705519317
CNXN,4.53,-2.153,2.648,-13.192,-19.43,7.972,11.777,49.032,34.892,44.382,25.372,70.81807158,16.0093274,31.75222302,41.65714516
CNXX,0.305,1.949,2.342,3.459,3.854,3.722,7.562,4.13,5.421,3.901318171,4.073372982,6.269181713,4.740864715,6.16461997,4.951245137
COCH,0.206,1.653,2.158,2.252,3.692,4.776,-85.614,-49.349,-44.664,-73.812,48.951,-112.9333768,-70.03217026,-30.57217509,-14.18306751
COCO,56.305,18.872,-39.521,117.593,118.112,90.732,181.98,58.663,73.4,8.412,3.792,96.82264357,96.96858538,79.52168725,76.76141898
COCP,-28.11493594,-34.68760714,-34.68760714,-73.699,-44.956,-47.743,-37.292,-23.497,-32.223,-43.522,-5.851,-35.4353093,-2.65776206,-0.982269378,-0.949327921
CODA,-22.868,-49.697,-41.798,9.16,14.583,64.458,20.27,-25.035,11.886,-20.513,19.262,12.87485441,35.9966218,31.21637938,25.60404888
CODI,-16.316,-1.992,-30.054,-9.773,-12.192,-10.081,-13.482,-9.671202991,-9.671202991,-9.671202991,-8.902297131,-4.546237001,-0.303071979,2.027279074,3.142821594
CODX,-44.693,-33.195,-62.836,-54.531,-68.687,-81.269,-63.295,-59.797,-25.476,-15.702,-7.087,74.29200787,155.5895753,211.5864012,235.9854667
COE,-92.443,-33.716,8.450481465,-9.236,11.458,11.055,-43.226,22.807,34.74,88.939,20.39669299,94.12681465,32.37247435,24.9775687,20.56988682
COF,-23.258,-32.078,-33.796,-28.615,-27.282,3.815,2.068,23.605,35.979,26.197,55.557,104.6305915,35.01569787,27.4015539,22.07892085
COFS,-12.118,-8.667,-12.694,2.347,-5.31,11.998,-1.234,2.216,23.409,9.043,58.411,60.02088614,20.41650544,9.403194348,30.48141579
COGT,-35.894,61.768,28.224,134.296,138.31,-8.622,-29.926,-42.219,-12.584,-21.988,22.118,5.130311177,54.58250596,59.13574898,56.60133725
COHN,-60.176,-38.414,-49.538,-43.438,-55.969,-42.361,-33.639,-29.459,8.312,31.907,61.332,62.09151509,32.2894392,23.82163876,22.65710232
COHR,-6.414987815,-16.783,-49.836,-37.436,-51.927,-31.484,1.894,35.831,90.535,122.438,202.956,211.5776348,40.05233911,-11.62563601,-29.44258125
COIN,-71.75,-68.506,-83.019,-64.898,-32.566,3.501,51.613,166.908,160.286,134.314,150.284,455.0973273,54.34347506,38.07766629,35.14667945
COKE,30.22130571,53.764,41.615,-10.904,31.451,21.697,34.647,61.846,63.704,83.622,87.164,93.2486452,25.5396351,12.18392172,8.597500263
COLB,-33.251,-19.515,-8.155,-17.636,-34.877,-25.94,-35.161,-41.182,-5.361,6.219,29.504,34.39161815,10.98867749,5.94507103,2.921632539
COLD,-31.639,-16.555,-5.982,8.306,11.323,2.866,-0.072,-14.901,-8.31,-8.172,-16.172,-13.41049308,3.674673471,5.36259453,5.930937309
COLL,-34.002,-25.483,-6.822,24.299,53.315,18.963,20.244,23.346,34.025,60.4,60.101,21.09523255,194.8966361,-203.0699515,504.7357513
COLM,-25.835,-28.256,-28.277,-4.735,1.216,3.306,2.748,-7.802,2.354,3.711,12.162,-0.000877199,16.78594847,44.31538167,48.55682741
COMM,-57.525,-40.098,-1.854,-12.627,-34.063,-66.836,-83.526,-86.422,37.181,-14.417,231.21,243.0752038,255.8623897,96.88837673,-68.69611569
COMP,-60.102,-70.603,-71.804,-59.921,-30.642,-17.735,-35.714,25.574,100.905,11.169,209.662,412.4760469,648.6573716,991.6894119,1492.477249
CONNQ,-2.519,-59.012,-58.486,-59.284,-66.983,-67.039,-62.063,-68.681,-62.799,-56.02784255,-40.99096997,-53.4124255,3.797496293,12.31405984,16.26274414
COO,9.369,-10.392,-34.173,-22.551,-17.131,4.15,23.281,8.249,16.885,5.826,14.305,45.49602044,16.55985119,17.4276339,21.06277194
COOK,-19.33997771,-23.19628052,-23.19628052,-60.238,-42.155,51.872,-44.444,-32.226,-17.17,-49.824,39.149,-67.54403959,-9.382765643,-26.63939549,-19.51161596
COOP,31.198,20.432,-10.277,-9.424,1.958,31.284,40.733,53.426,61.734,61.607,56.971,126.3806632,44.89856803,40.83144589,37.63659179
COP,84.668,60.643,82.54,18.868,-5.347,27.937,-8.818,2.436,4.665,-5.74,-10.228,22.40387067,1.530908389,6.542604539,9.205812668
COR,31.956,10.713,33.196,18.35,7.89,37.719,20.715,44.477,39.766,24.265,26.78527938,71.65306095,26.30851696,25.43698679,32.9272901
CORT,16.93974827,24.01449235,24.01449235,2.56,8.349,-11.719,-1.508,17.427,28.425,46.062,66.928,53.35867803,30.26224549,11.07510527,-0.038868038
COSM,-84.375,-93.715,-95.978,-88.78,-84.489,-83.486,-70.27,-71.015,-41.684,-3.077,-40.636,18.37808302,17.43024557,17.8013585,18.01610353
COST,64.506,27.025,6.895,-16.945,-9.986,5.125,17.738,44.788,49.327,64.385,60.755,103.1700297,46.93272623,35.07045878,28.05920214
COUR,-57.983,-64.017,-63.237,-35.919,-34.706,15.235,42.372,28.852,-26.567,-45.113,-59.411,-141.3399882,-182.5572161,-233.9309275,-279.9174175
CP,8.819274863,7.034625944,-1.527,10.429,3.176,7.023,-5.073,13.043,8.324,0.927,12.479,21.54525944,19.20509591,20.3396194,20.65003332
CPAC,-20.87522159,-18.371,-19.57425664,-9.949,-45.824,5.479,-43.226,-2.809,-17.371,-0.186,21.68,-85.16556639,-37.47952023,-50.23171201,-6.154983708
CPAY,-23.511,-14.165,-25.275,-5.006,5.355,15.512,25.418,30.02,21.375,9.229,1.337478597,26.69526785,-20.24689445,-13.10568854,-15.59263104
CPB,-10.965,3.027,16.32,34.306,24.654,-2.6,-12.769,-23.033,-3.411,-4.297,18.508,3.723075676,17.77941163,13.32392174,4.87952879
CPE,28.846,18.121,-17,-28.751,-39.855,-3.735,-20.911,-17.39,-7.59,-7.658812298,-2.629006042,11.67687702,21.65287433,24.04336849,24.21369676
CPF,-5.307,-8.619,-25.961,-19.834,-37.401,-20.629,-20.102,-18.06,23.447,41.563,70.446,87.46355101,32.453316,14.15271301,-13.39362535
CPHC,110.553,31.671,57.538,35.354,-22.775,5.562,-21.875,-19.328,-6.741,-4.646,-0.75,0.592831909,5.81005209,10.48279919,13.8585328
CPHI,-62.648,-73.292,-81.606,-90.062,-86.455,-90.102,-91.913,-81.35,-87.171,-84.781,-56.559,-118.3222964,-27.29686062,-18.00459187,-11.47826512
CPIX,-19.495,-14.336,-15.985,-20.074,-26.009,-29.796,-26.56272349,-26.56272349,-26.56272349,-26.56272349,-26.087,-41.37838252,-42.12957331,-30.33727911,-22.03503306
CPK,2.769,7.139,-8.557,-4.916,1.663,-15.731,-26.258,-14.62,-11.794,0.209,-0.553744931,-2.571452095,10.70978241,11.97968825,9.823080028
CPNG,-64.232,-43.709,-24.868,-42.403,44.939,3.209,-22.984,24.335,14.35,7.098,56.047,18.39715181,-3.768846591,6.88861796,6.362231665
CPRI,2.636358882,-9.762,-13.71,-53.693,-17.75018836,-28.76,18.351,-6.251,-14.334,-40.445,-54.368,25.47011645,74.99342169,69.75501887,15.88514826
CPRT,9.66,-13.148,-25.822,-15.464,14.203,57.693,59.628,57.249,48.513,21.983,20.654,73.87206972,23.70673954,31.22028893,25.73906946
CPRX,43.776,84.028,135.17,81.749,152.67,33.208,-13.577,1.534,25.357,14.943,81.1,34.93285105,58.27134559,57.52198603,52.81630275
CPS,-82.081,-59.593,-68.223,4.555,79.52,154.396,161.198,-6.535,46.61,-34.562,-19.443,24.60395275,-2.201603972,1.713917645,4.061382265
CPSH,-17.57255642,-41.167,-39.42,-76.963,-34.35646257,-21.53,-20.845,-34.35646257,-33.649,-43.061,-37.325,-45.48177422,15.87714852,35.83210595,52.87618137
CPSS,223.721,119.097,7.99,-9.346,-25.79,-10.063,15.752,-16.804,-1.077,-24.758,14.227,15.18599447,42.9290678,42.89126975,36.20351838
CPT,30.221,-5.549,-29.503,-27.041,-29.855,-23.076,-26.961,-19.743,1.698,8.9,35.425,35.64550706,36.08858965,25.53261829,14.2533495
CPTN,56.305,-47.4813,-10.85,-95.223,-95.553,-92.508,-81.07,-26.987,-57.751,-59.312,-11.864,-74.76755228,-21.83934107,-32.48691366,-24.201113
CQP,34.992,16.225,32.042,2.317,-22.062,10.927,1.753,-3.396,0.095,-6.069,-13.767,11.12147144,6.851725323,11.4790007,13.21160175
CRAI,36.714,-2.469,19.628,45.475,32.9754,15.445,-24.946,21.163,56.483,44.051,118.21,164.9738146,57.73538542,40.37205811,7.195628054
CRBP,-81.439,-79.762,-87.925,-73.914,14.599,-15.817,9.375,1575.94,387.279,722.05,340.952,-308.8260409,-1512.737556,-2703.601417,-272.3621292
CRBU,56.305,-71.429,-56.002,-39.781,-34.033,-19.656,-48.765,31.034,-30.223,-70.107,-42.348,-31.49734149,-39.30136272,-24.87422633,-26.20185716
CRC,16.14723469,15.81662423,15.81662423,6.351,-6.639,21.76,7.936,23.372,18.376,-10.723,8.286,59.62785192,29.8193904,39.41960129,41.89035525
CRD.A,-26.588,-33.047,11.87994042,11.87994042,11.87994042,11.87994042,44.597,127.223,26.887,-11.968,21.684,-47.09861666,-11.22836217,28.33838303,4.599464938
CRDF,-85.128,-53.01,-76.683,-35.206,45.522,-21.074,-19.718,2.023,60.798,11.518,258.772,133.2640269,14.85748369,-112.5865892,-17.67771178
CRDL,56.305,-61.589,-77.215,-65.315,-51.327,-18.103,60,287.097,168.469,110.526,115.278,456.0133947,122.8477041,104.7270037,91.58698141
CREG,-15.46580263,-55.242,-50.504,-48.129,-45.824,-60.054,-65.025,-15.19,-34.374,-27.119,-30.097,-8.760674397,59.41122621,67.27675617,70.55099134
CREX,-29.167,-55.026,-76.158,-11.927,-5.49,43.644,2.455,72.034,55.861,31.629,93.229,92.17286664,2.736266038,-9.124899284,-14.01002462
CRH,28.66513953,-27.433,52.27982573,25.018,52.27982573,46.596,52.27982573,62.698,70.467,43.43,70.523,129.0890419,126.3905789,-23.98036353,-107.0578201
CRI,16.102,-22.566,-16.636,-52.967,-14.555,-17.177,-15.165,9.117,-10.607,-24.179,-11.472,-4.767758951,2.427949392,18.9011187,23.36190814
CRIS,-94.407,-85.853,-87.378,-81.839,-7.89,-22.035,-68.767,-7.504,-29.359,-67.964,-11.752,1.870785019,20.00527078,30.85919936,38.23260659
CRK,201.59,169.056,87.712,56.42,-45.811,-21.507,-25.734,-36.733,-19.279,-24.917,-12.158,5.377989346,14.40335891,18.43635079,17.81696698
CRKN,-96.739,-94.764,-106.9189528,-106.9189528,-106.9189528,-93.705,-99.816,-99.332,-112.725,-99.921,-97.067,-186.5111566,-88.60937144,-90.79327577,-91.78582947
CRL,-24.029,-46.823,-44.367,-28.233,-15.9811,-23.984,-20.959,11.881,2.318,-7.34,21.725,32.58708701,15.42843599,22.62627224,1.635578931
CRM,-7.142,-24.955,-34.75,-43.721,-7.554,20.918,27.342,71.361,37.647,2.4,16.053,87.80787211,19.34254896,22.04039816,22.2903618
CRMD,-60.582,-37.479,-40.918,-25.271,72.819,18.817,134.171547,134.171547,134.171547,134.171547,221.086,576.079,337.4634788,279.7009911,195.2175481
CRML,-33.00813736,-24.01107751,3.685,4.187,6.012,4.976,-24.01107751,-41.701,-27.958,-41.021,-33.00813736,-34.08614944,7.048377198,-121.2530029,-124.0567479
CRMT,-8.103879194,-35.194,-37.041,-31.719,-10.799,1.86,21.184,-19.527,-16.899,-28.353,-48.212,-28.34563166,-2.430912439,11.41096946,30.04315104
CRNC,-68.102,-79.625,-77.284,-36.842,-17.774,12.639,0.844,-45.367,-7.77,-31.84768753,-16.84310885,0.804124744,21.57944764,29.6399278,32.37253603
CRNT,-43.844,-50,-42.553,-8.134,0,-1.463,-8.995,65.104,46.763,47.525,62.209,116.2007053,39.02338852,25.41549195,19.00083347
CRNX,6.366,16.761,-33.943,3.368,33.258,-15.815,60.174,117.719,107.264,193.295,99.119,189.089865,66.19167523,57.37928302,51.50618448
CRON,-58.648,-57.729,-20.963,-37.101,-41.509,-43.366,-28.315,-4.147,12.159,32.571,13,103.2111936,30.17870991,17.34463711,7.034900318
CROX,-32.907,-47.639,-48.452,38.397,89.426,48.089,8.081,37.62309809,37.62309809,37.62309809,33.13755401,86.99675218,126.8433515,107.3958772,42.14131137
CRS,80.07296799,94.80235065,94.80235065,94.80235065,32.409,54.153,80.156,33.046,108.047,144.725,139.148,197.0514657,89.90086498,69.38717579,49.75763913
CRSP,-67.506,-31.605,-46.305,-23.52,29.447,-40.607,-0.846,76.732,7.243,2.731,-2.365,7.813844863,20.33536082,25.18382582,28.39716834
CRSR,-51.979,-42.941,-49.641,-23.516,11.821,18.088,0.871,-24.493,-27.248,-56.838,-44.113,-57.00167994,-14.16914989,-5.181973353,0.08237031
CRTO,-33.224,-32.612,-36.443,4.213,22.122,18.409,-3.297,-2.824,-32.243,48.076,36.323,-290.1467408,98.06646082,-295.6823497,-392.1400806
CRUS,5.848,-0.332,-18.006,6.093,-1.699,-4.974,3.714,-17.357,28.717,44.39,57.212,89.31826003,35.04179814,28.74846257,26.1294578
CRVL,22.095,3.59,-14.945,23.518,28.712,28.886,28.566,29.119,49.078,45.502,76.086,86.30773277,8.924787218,-0.585433147,1.225188638
CRVO,-80.331,-74.55,-77.031,-58.221,-40.835,-52.546,29.993,176.427,95.994,131.006,21.583,269.5029467,-99.08724199,-95.31154705,-90.96501862
CRVS,-52.837,-55.14,-82.112,-59.245,-2.256,122.917,82.87,202.469,212.432,40.187,450,376.1503032,277.9732678,223.1863993,181.6740154
CRWD,-0.289,-21.668,-32.359,-43.802,-35.843,-2.807,-10.722,99.269,88.781,117.188,66.638,263.1221195,113.2395892,127.7628213,138.538543
CRWS,-11.46209586,-16.04,-14.712,-24.165,-20.226,-24.06,-24.345,-20.461,-12.328,-0.207,-4.752,-0.142563836,-0.226699983,3.029833613,6.330907747
CSBR,-44.639,-15.774,-25.941,-17.04,-47.299,-25.896,-26.471,-27.136,-11.642,-21.295,-8.182,39.12975431,8.265550302,11.35644537,12.93773931
CSCI,-75.749,-73.875,-76.889,-69.205,-46.621,-37.967,-60.513,-23.529,-48.32,-46.363,-51.299,-70.24901913,-31.52683626,-27.00576584,-24.63175173
CSCO,-12.13962626,-17.464,-22.577,-12.514,-11.741,10.023,25.171,-1.199,0.455,-3.037,-13.488,-14.73834919,-13.81568485,-33.79464708,-41.64693062
CSGP,-24.074,-19.862,2.8782,34.822,9.869,21.096,-11.407,14.335,9.06,-7.751,2.694,35.39528366,11.21540202,21.2251647,25.64645863
CSGS,29.77,22.053,2.966827413,2.966827413,2.966827413,2.966827413,-16.54,-12.306,-9.157,-21.236,15.462,-11.16681078,11.59175796,21.19732695,2.920913467
CSIQ,-22.067,8.63,-7.564,21.538,31.221,-40.717,-40.139,-63.273,-62.237,-54.181,6.849139086,-112.8757281,40.56815118,77.25253878,109.6897009
CSL,33.974,44.103,4.082,10.49,-16.776,-3.759,3.914,31.584,45.765,48.369,67.698,126.7867759,7.735054539,26.79114865,5.352127497
CSLR,0.616,2.383,2.778,4.941,6.633,-27.8764,-75.506,-181.768,-52.753,-33.058,46.97,-20.40538305,10.191419,-83.76156639,-140.937664
CSPI,-28.977,-14.56,6.328,36.785,62.054,60.828,106.589,160.411,136.747,120.751,78.62440334,235.154136,87.72964544,73.44352383,62.05486411
CSR,26.324,-6.641,-31.141,-32.418,-35.907,-27.189,-29.856,-12.106,6.509,12.023,45.958,50.22125045,26.01311214,23.37228391,1.848981671
CSSEQ,-78.112,-59.327,-64.511,-74.969,-77.731,-91.728,-97.006,-92.75,-100.007,-85.46859096,-62.72870612,-118.5449096,-20.21297516,-20.20369016,-25.8473959
CSTE,-40.376,-30.044,-47.072,-58.385,-49.054,-46.058,-39.224,-13.502,-15.242,-6.538,-8.511,22.37959391,1.530951744,1.667442183,1.363979064
CSTL,-65.005,-60.362,-59.73,-41.834,19.51,-41.046,-32.782,-3.137,22.551,30.137,102.042,80.08927065,67.67477342,58.31213182,51.42268651
CSTM,4.411,-24.346,-41.988,-4.356,-14.786,29.758,36.828,25.806,21.918,-4.267,-28.514,71.89551884,-5.79224298,74.75233567,22.49450824
CSTR,3.711,1.101,-23.163,-19.812,-41.176,-29.119,-5.364,11.972,-2.295,-9.081469954,-7.082327015,13.33030046,13.02852301,10.48262952,8.157577319
CSV,7.639,4.685,-50.041,-33.163,-33.63,-19.659,-12.267,-28.121,13.936,0.129,74.256,69.28013863,48.64030657,23.64196227,12.45383935
CSWC,-15.496,-24.408,-25.626,-24.447,-17.528,11.99,12.124,29.531,19.775,8.263,13.124,43.62014418,-9.999825652,2.014085907,3.0933786
CSWI,-16.404,0.108,-9.099,30.042,33.979,53.942,38.091,49.687,81.498,75.618,109.818,161.8345477,61.27544169,51.3653372,46.18635758
CSX,6.047,-5.142,-21.337,-9.952,-15.124,8.777,11.692,16.83,10.875,-2.106,7.575,22.48103387,12.63632802,13.40419915,13.70678793
CTAS,24.47,4.831,2.448,9.663,4.028,23.292,17.35,32.174,48.093,49.606,70.102,96.03530953,37.98705971,35.79611603,27.26915964
CTBI,-9.321,7.148,2.3,1.112,-18.007,-8.293,-16.142,-8.234,16.004,16.393,47.434,64.86663333,11.26051302,20.5201094,-3.339418601
CTGO,10.136,28.122,19.091,8.303,28.055,-23.027,-24.656,-11.417,-19.293,10.532,-9.473,-57.71922247,10.71422399,33.62793135,69.69946447
CTHR,-50.177,-58.703,-71.903,-52.626,-29.078,-53.231,-67.742,-58.127,-63.683,-58.09010528,-25.19539282,-75.6310528,32.06219103,50.36069212,52.97418866
CTKB,56.305,-36.236,-42.023,-21.635,43.542,-42.265,-60.073,-28.978,-1678.726,-36.996,31.993,-9936.035598,383084.2658,-14057882.7,515506912
CTLP,-52.437,-69.916,-76.012,-35.19,27.514,90.432,133.743,32.813,53.327,3.566,40.15,19.25824345,19.09496486,6.69553374,-0.921187089
CTMX,-80.245,-71.848,-79.431,-49.435,6.832,3.681,4.065,40.223,28.601,-30.178,-21.875,175.6925718,32.83912142,28.40906037,23.66454806
CTO,22.572,20.33,11.512,-6.221,-21.736,-20.455,-21.514,-12.123,0.196,8.457,25.127,21.68505478,15.46213943,13.12716026,11.52881011
CTOS,-42.813,1.225,-39.033,-28.539,13.106,0.151,-10.279,-1.585,-19.989,-29.607,-35.025,-43.58667442,-7.203834581,1.606726025,6.585331609
CTRA,89.922,79.25,30.964,4.187,-20.752,-3.766,-5.116,2.364,-4.709,-12.645,-17.268,8.177729375,9.221437922,32.9963462,37.75508145
CTRE,17.57117675,21.78080734,21.78080734,21.78080734,16.561,-1.005,13.824,6.653,25.168,32.383,48.534,50.62167212,14.76766957,10.30073174,8.525366169
CTRM,-50.142,-32.4,-41.296,-48.37,-64.205,-66.799,-75.917,-53.032,-39.607,-10.176,11.684,-43.40052548,-18.64819019,-24.63335607,-27.54359711
CTRN,-65.41,-68.456,-75.35,-63.764,-39.331,-38.499,0.189,-19.361,-7.749,33.233,-30.798,8.744432128,8.123818851,26.98054465,31.76028088
CTS,15.959,13.019,5.606,16.591,17.224,9.934,5.336,3.707,17.242,15.093,30.525,38.85556588,17.45622579,14.51138468,12.48714805
CTSH,-2.023,-9.591,-32.799,-24.927,-14.592,5.447,22.498,14.316,12.998,8.287,17.188,10.25401546,4.328950538,-14.90914274,-21.35241384
CTSO,-76.018,-67.769,-68.085,3.468,8.716,54.701,-35.385,-75.419,-37.247,-75.276,-28.333,-63.77251273,19.61498653,25.72402088,23.44965984
CTV,-39.14024704,-64.487,-56.541,-74.851,-79.399,-69.122,-57.525,11.243,20.65,63.303,42.52,133.4807871,-20.80241471,-21.20633457,-10.77172116
CTVA,21.728,29.357,37.911,22.866,-1.999,-3.247,-31.911,-14.952,5.869,-5.391,31.746,58.96733082,54.79048829,51.51752019,38.78874741
CTXR,-52.487,-35.676,-40,-7.285,57.016,-22.437,-25.882,-44.857,-34.844,-25.135,-10.21444787,-55.90990517,2.368842451,4.549366064,4.155312755
CUBE,12.211,-4.269,-21.782,-8.064,-4.252,-14.598,-13.494,-4.615,3.523,20,30.674,3.17199867,11.38736057,16.50806428,18.66532964
CUBI,17.116,-6.268,-31.66745606,-31.66745606,-31.66745606,-31.66745606,27.301,76.331,7.009,19.985,37.537,-126.1096327,-58.40540199,-311.1705259,338.6167367
CUE,-70.793,-71.8,-76.802,-26.681,15.476,17.763,-24.615,-44.083,-44.994,-82.682,-38.776,-97.57042677,-29.28690765,-24.48903016,-20.67691792
CULL,56.305,-1.832,-10.8,-8.557,-3.666,-4.444,-7.803,-5.963,-3.035,1.627556951,-4.717604404,6.070569506,-1.790492124,-3.23250123,-3.856050683
CULP,-54.766,-70.127,-63.772,-52.041,-32.312,9.808,20.086,18.936,5.087,-0.971,-5.036,-12.30320744,7.875602554,3.523700728,11.79783442
CURI,-80.846,-81.775,-82.653,-53.448,-39.826,-59.181,-64.052,-31.111,128.711,25.66,250.909,650.0436961,1413.529888,2997.153183,6248.386611
CURR,125.6975299,61.72323026,61.72323026,5.8,9.1,8.515,9.109,8.034,14.981,98.157,125.6975299,-48.90877039,281.3095988,231.1354742,590.8342256
CUZ,-10.04342549,-23.265,-41.711,-32.934,-43.652,-22.845,-23.279,-14.779,13.446,6.967,75.939,58.674585,36.29558901,25.74577552,18.2433806
CVAC,56.305,18.872,-79.294,-56.273,-49.343,-30.8,-33.412,-68.138,-3.9,-62.428,-49.117,220.4976243,1314.007869,5268.744537,20789.63711
CVBF,8.845,35.813,36.324,4.452,-50.385,-28.695,-42.144,-29.962,-0.225,-11.047,32.477,78.01930895,-18.19442362,36.86925668,-10.42580271
CVCO,54.988,0.402,10.525,-30.819,26.7649,24.019,39.947,25.192,46.232,32.054,65.109,91.07345358,47.68552369,31.91558718,1.345470068
CVE,129.873,129.856,66.996,-2.116,-9.967,-3.704,-3.795,10.998,-8.921,2.113,-17.674,-41.46193503,-62.63798242,-31.13860961,10.03231701
CVEO,57.385,25.887,33.188,1.466,-25.962,-30.26,-36.92,5.734,2.241,37.566,30.586,6.739591481,-15.16108986,33.60223054,53.24247277
